sample,t,state,true,euler,rk4,solve_ivp
5,0,dx,0.17579527,0.17579527,0.17579527,0.17579527
5,0,dy,0.030372724,0.030372724,0.030372724,0.030372724
5,0,psi,-3.0155041,-3.0155041,-3.0155041,-3.0155041
5,0,delta,-0.09605342,-0.09605342,-0.09605342,-0.09605342
5,0,v,-1.6858286,-1.6858286,-1.6858286,-1.6858286
5,0,beta,-0.021157892,-0.021157892,-0.021157892,-0.021157892
5,0,omega,-0.0013326581,-0.0013326581,-0.0013326581,-0.0013326581
5,1,dx,0.17209539,0.20373788,0.20366575,0.20359707
5,1,dy,0.029938266,0.033315565,0.034293856,0.034331046
5,1,psi,-3.0163445,-3.0155263,-3.0286646,-3.02911
5,1,delta,-0.1112875,-0.10132194,-0.11042264,-0.10263863
5,1,v,-1.5109166,-1.6852564,-1.6972362,-1.6869897
5,1,beta,-0.0331205,0.017952388,0.090613835,0.09229407
5,1,omega,-0.002173476,-0.92202544,-2.134156,-2.1499968
5,2,dx,0.16787249,0.2315347,0.22947533,0.22925596
5,2,dy,0.029452357,0.03734674,0.0450454,0.045435257
5,2,psi,-3.0174546,-3.0308933,-3.1227489,-3.1257138
5,2,delta,-0.104739614,-0.12479187,-0.117133476,-0.12549868
5,2,v,-1.3451465,-1.7086438,-1.7019848,-1.7097217
5,2,beta,-0.040558428,0.13317032,0.72471005,0.74911714
5,2,omega,-0.0029478772,-3.2517238,-11.494367,-11.713635
5,3,dx,0.16313995,0.2591695,0.22919235,0.22505537
5,3,dy,0.028913163,0.04422288,0.06438979,0.06423643
5,3,psi,-3.018657,-3.0850887,2.719845,2.6987658
5,3,delta,-0.12035176,-0.11474362,-0.124135196,-0.11833454
5,3,v,-1.1786593,-1.6947535,-1.7019533,-1.6982574
5,3,beta,-0.038454026,0.46807158,3.9965236,4.219026
5,3,omega,-0.0032128578,-9.178028,-51.288094,-53.098423
5,4,dx,0.15794891,0.28361735,0.22971572,0.2258328
5,4,dy,0.028326806,0.05836971,0.066270195,0.060045656
5,4,psi,-3.0199428,3.0451295,0.81026196,0.67774063
5,4,delta,-0.12086152,-0.13879532,-0.13656707,-0.14219849
5,4,v,-1.0278609,-1.7085807,-1.6994562,-1.711666
5,4,beta,-0.038639106,1.3814149,20.256304,21.773325
5,4,omega,-0.0034525045,-23.74311,-219.91211,-231.00626
5,5,dx,0.15240547,0.29164678,0.23955713,0.22045521
5,5,dy,0.027704313,0.085690595,0.07928983,0.06532376
5,5,psi,-3.0211701,2.649411,-1.0782149,-1.7703797
5,5,delta,-0.120972306,-0.13960737,-0.13707216,-0.14298014
5,5,v,-0.91510886,-1.6897594,-1.6909311,-1.6933616
5,5,beta,-0.03741384,3.8596325,99.84285,108.65626
5,5,omega,-0.003284752,-59.62869,-941.50977,-998.71423
5,6,dx,0.14660527,0.26419938,0.24703397,0.2284658
5,6,dy,0.027062016,0.07938376,0.07871198,0.05880602
5,6,psi,-3.0225306,1.6555994,1.676161,-1.9680482
5,6,delta,-0.13626193,-0.1398055,-0.14894892,-0.14314707
5,6,v,-0.83400303,-1.6915305,-1.7044567,-1.6951444
5,6,beta,-0.038145263,10.556589,480.7013,533.8338
5,6,omega,-0.0036668172,-148.72012,-4013.8848,-4337.1104
5,7,dx,0.1406128,0.23775707,0.25093377,0.22847427
5,7,dy,0.026422985,0.08916146,0.08917259,0.056003127
5,7,psi,-3.0243738,-0.8230696,-1.3497775,-2.2184186
5,7,delta,-0.119482,-0.16336091,-0.14782993,-0.16656813
5,7,v,-0.7722698,-1.7168106,-1.7246507,-1.7202775
5,7,beta,-0.046383128,28.442291,2243.2295,2551.96
5,7,omega,-0.005053345,-368.70096,-16831.566,-18610.287
5,8,dx,0.13448761,0.260447,0.24077374,0.22982116
5,8,dy,0.025771298,0.07172871,0.09699443,0.065813005
5,8,psi,-3.025895,-0.6849003,1.04723,1.0828818
5,8,delta,-0.108555205,-0.13756754,-0.12653998,-0.14104004
5,8,v,-0.72935194,-1.7319186,-1.74358,-1.7354589
5,8,beta,-0.041295193,75.334404,10195.516,11846.748
5,8,omega,-0.004128993,-904.3342,-69553.875,-78492.77
5,9,dx,0.12826824,0.23930137,0.24349226,0.23131564
5,9,dy,0.02510593,0.09137733,0.10018061,0.06424266
5,9,psi,-3.0271137,3.0924184,0.11746335,2.9192488
5,9,delta,-0.0973252,-0.12078098,-0.10952013,-0.12424705
5,9,v,-0.69984585,-1.7546691,-1.741713,-1.7580304
5,9,beta,-0.03262221,197.18208,45422.273,53612.418
5,9,omega,-0.0032594178,-2204.1697,-284458.38,-325923.62
6,0,dx,0.17209539,0.17209539,0.17209539,0.17209539
6,0,dy,0.029938266,0.029938266,0.029938266,0.029938266
6,0,psi,-3.0163445,-3.0163445,-3.0163445,-3.0163445
6,0,delta,-0.1112875,-0.1112875,-0.1112875,-0.1112875
6,0,v,-1.5109166,-1.5109166,-1.5109166,-1.5109166
6,0,beta,-0.0331205,-0.0331205,-0.0331205,-0.0331205
6,0,omega,-0.002173476,-0.002173476,-0.002173476,-0.002173476
6,1,dx,0.16787249,0.19717054,0.19714521,0.19723023
6,1,dy,0.029452357,0.03225494,0.033178493,0.033309907
6,1,psi,-3.0174546,-3.0163808,-3.0327888,-3.0339668
6,1,delta,-0.104739614,-0.13475743,-0.11799833,-0.13136469
6,1,v,-1.3451465,-1.534304,-1.5156652,-1.5305308
6,1,beta,-0.040558428,0.0034751631,0.090849936,0.10402663
6,1,omega,-0.0029478772,-1.070188,-2.743833,-2.899134
6,2,dx,0.16313995,0.22253083,0.2194628,0.21910447
6,2,dy,0.028913163,0.035536617,0.043523517,0.044974625
6,2,psi,-3.018657,-3.0342174,3.1214936,3.1083639
6,2,delta,-0.12035176,-0.124709174,-0.12500006,-0.12240527
6,2,v,-1.1786593,-1.5204138,-1.5156337,-1.5174253
6,2,beta,-0.038454026,0.13456763,0.9190527,1.0532837
6,2,omega,-0.0032128578,-4.0936947,-16.582829,-17.923752
6,3,dx,0.15794891,0.247133,0.21730721,0.2138823
6,3,dy,0.028326806,0.04160787,0.05739802,0.05170994
6,3,psi,-3.0199428,-3.1024456,2.4260976,2.3361948
6,3,delta,-0.12086152,-0.14876087,-0.13743193,-0.14887975
6,3,v,-1.0278609,-1.534241,-1.5131366,-1.5345739
6,3,beta,-0.038639106,0.5204408,6.0918384,7.058109
6,3,omega,-0.0034525045,-11.982279,-86.298386,-94.65139
6,4,dx,0.15240547,0.26880348,0.20717786,0.21560866
6,4,dy,0.027704313,0.055181734,0.056413133,0.054132916
6,4,psi,-3.0211701,2.9810355,-1.1381409,-1.6493706
6,4,delta,-0.120972306,-0.14957292,-0.13793702,-0.15071826
6,4,v,-0.91510886,-1.5154196,-1.5046115,-1.5171459
6,4,beta,-0.03741384,1.6709734,37.305504,43.482677
6,4,omega,-0.003284752,-32.827087,-440.65485,-486.27988
6,5,dx,0.14660527,0.27032757,0.20368637,0.21170725
6,5,dy,0.027062016,0.0803927,0.060448654,0.05083331
6,5,psi,-3.0225306,2.4339173,-0.42063928,2.9430954
6,5,delta,-0.13626193,-0.14977105,-0.14981379,-0.15096748
6,5,v,-0.83400303,-1.5171907,-1.5181371,-1.5186926
6,5,beta,-0.038145263,5.0433664,219.51102,260.40646
6,5,omega,-0.0036668172,-88.127655,-2231.5989,-2506.7124
6,6,dx,0.1406128,0.26102588,0.1920402,0.2134453
6,6,dy,0.026422985,0.05687917,0.06838203,0.053665355
6,6,psi,-3.0243738,0.96512294,-3.1355379,-1.5663788
6,6,delta,-0.119482,-0.17332646,-0.1486948,-0.17392576
6,6,v,-0.7722698,-1.5424708,-1.5383312,-1.5438205
6,6,beta,-0.046383128,14.785685,1237.7139,1501.8649
6,6,omega,-0.005053345,-234.01065,-11066.987,-12721.803
6,7,dx,0.13448761,0.28671014,0.19335105,0.21168247
6,7,dy,0.025771298,0.057980273,0.06823369,0.05987221
6,7,psi,-3.025895,-2.9350548,-1.8541796,0.6983149
6,7,delta,-0.108555205,-0.14753309,-0.12740484,-0.14812759
6,7,v,-0.72935194,-1.5575788,-1.5572604,-1.5589606
6,7,beta,-0.041295193,42.33262,6741.185,8340.073
6,7,omega,-0.004128993,-612.9501,-53892.59,-63205.484
6,8,dx,0.12826824,0.29001504,0.2132371,0.20859171
6,8,dy,0.02510593,0.032231856,0.070828065,0.061530434
6,8,psi,-3.0271137,-0.5845182,2.6587698,2.2401395
6,8,delta,-0.0973252,-0.13074653,-0.11038499,-0.13134
6,8,v,-0.69984585,-1.5803293,-1.5553935,-1.5813886
6,8,beta,-0.03262221,119.319824,35782.715,44838.074
6,8,omega,-0.0032594178,-1592.9993,-259106.52,-307988.6
6,9,dx,0.121977784,0.2689711,0.21737155,0.20897819
6,9,dy,0.024428925,0.048071243,0.047447123,0.06261228
6,9,psi,-3.0280862,-2.001767,-2.5027525,-0.38714477
6,9,delta,-0.09392146,-0.1134934,-0.099153414,-0.11409525
6,9,v,-0.6766254,-1.5538449,-1.5546352,-1.5548812
6,9,beta,-0.027952485,331.14273,189593.12,239037.84
6,9,omega,-0.0025528024,-4101.0225,-1257126.2,-1504183.9
7,0,dx,0.16787249,0.16787249,0.16787249,0.16787249
7,0,dy,0.029452357,0.029452357,0.029452357,0.029452357
7,0,psi,-3.0174546,-3.0174546,-3.0174546,-3.0174546
7,0,delta,-0.104739614,-0.104739614,-0.104739614,-0.104739614
7,0,v,-1.3451465,-1.3451465,-1.3451465,-1.3451465
7,0,beta,-0.040558428,-0.040558428,-0.040558428,-0.040558428
7,0,omega,-0.0029478772,-0.0029478772,-0.0029478772,-0.0029478772
7,1,dx,0.16313995,0.19021334,0.19012618,0.19004822
7,1,dy,0.028913163,0.03132396,0.03178229,0.031805348
7,1,psi,-3.018657,-3.0175037,-3.0333233,-3.034317
7,1,delta,-0.12035176,-0.094691366,-0.111741334,-0.09683643
7,1,v,-1.1786593,-1.3312563,-1.3451151,-1.333
7,1,beta,-0.038454026,-0.01897453,0.042689517,0.042751342
7,1,omega,-0.0032128578,-1.0102061,-2.772924,-2.841397
7,2,dx,0.15794891,0.21227849,0.2107684,0.21053228
7,2,dy,0.028326806,0.033651903,0.039321646,0.03969846
7,2,psi,-3.0199428,-3.0343406,3.1049721,3.093974
7,2,delta,-0.12086152,-0.11874306,-0.12417321,-0.120927334
7,2,v,-1.0278609,-1.3450835,-1.342618,-1.3468047
7,2,beta,-0.038639106,0.050128862,0.8303333,0.8717936
7,2,omega,-0.0034525045,-3.8030071,-19.990002,-21.102146
7,3,dx,0.15240547,0.23441948,0.21075606,0.20918593
7,3,dy,0.027704313,0.037165534,0.053364113,0.04685429
7,3,psi,-3.0211701,-3.097724,2.1620047,2.0516796
7,3,delta,-0.120972306,-0.11955512,-0.1246783,-0.12247704
7,3,v,-0.91510886,-1.3262621,-1.3340929,-1.3299383
7,3,beta,-0.03741384,0.31316513,7.208229,8.032798
7,3,omega,-0.003284752,-11.969882,-126.50951,-138.72986
7,4,dx,0.14660527,0.2551299,0.22358657,0.2106158
7,4,dy,0.027062016,0.044890936,0.058855444,0.05454854
7,4,psi,-3.0225306,2.9859636,2.5731528,1.5332165
7,4,delta,-0.13626193,-0.11975324,-0.13655506,-0.12288812
7,4,v,-0.83400303,-1.3280332,-1.3476185,-1.3319169
7,4,beta,-0.038145263,1.2023022,55.40133,65.876045
7,4,omega,-0.0036668172,-35.55777,-780.82385,-902.3455
7,5,dx,0.1406128,0.2662069,0.22510119,0.21161588
7,5,dy,0.026422985,0.06405364,0.043745168,0.054764964
7,5,psi,-3.0243738,2.3933337,-1.6271908,1.815856
7,5,delta,-0.119482,-0.14330865,-0.13543607,-0.1466047
7,5,v,-0.7722698,-1.3533133,-1.3678125,-1.3572613
7,5,beta,-0.046383128,4.1258183,396.13126,502.99207
7,5,omega,-0.005053345,-103.28759,-4685.7344,-5739.8438
7,6,dx,0.13448761,0.2442767,0.21669957,0.20719485
7,6,dy,0.025771298,0.058780618,0.0446417,0.057781104
7,6,psi,-3.025895,0.6718738,1.2296336,-0.6530343
7,6,delta,-0.108555205,-0.11751527,-0.114146106,-0.12115326
7,6,v,-0.72935194,-1.3684213,-1.3867418,-1.3722646
7,6,beta,-0.041295193,13.454018,2689.3494,3617.8132
7,6,omega,-0.004128993,-294.45856,-27481.51,-35498.652
7,7,dx,0.12826824,0.24401955,0.22852609,0.20558855
7,7,dy,0.02510593,0.035975043,0.051848438,0.05479067
7,7,psi,-3.0271137,2.047416,-0.3566854,-2.858856
7,7,delta,-0.0973252,-0.10072872,-0.09712626,-0.10426822
7,7,v,-0.69984585,-1.3911718,-1.3848748,-1.3949299
7,7,beta,-0.03262221,42.57941,17597.904,24822.547
7,7,omega,-0.0032594178,-830.7027,-158648.7,-214212.83
7,8,dx,0.121977784,0.22548492,0.2259295,0.20283563
7,8,dy,0.024428925,0.022044243,0.06946176,0.060849104
7,8,psi,-3.0280862,0.7687409,0.6138437,2.2954292
7,8,delta,-0.09392146,-0.08347559,-0.08589468,-0.087044805
7,8,v,-0.6766254,-1.3646874,-1.3841165,-1.3688837
7,8,beta,-0.027952485,131.5766,114522.06,167727.97
7,8,omega,-0.0025528024,-2316.6162,-926158.7,-1295245.8
7,9,dx,0.115635805,0.20452183,0.22426195,0.20317234
7,9,dy,0.023732321,0.013219582,0.07158637,0.05293911
7,9,psi,-3.0284963,-0.14241576,-0.92498183,-2.0820017
7,9,delta,-0.11104453,-0.07826556,-0.09647803,-0.08201092
7,9,v,-0.6571981,-1.3896554,-1.4027162,-1.3937321
7,9,beta,0.0037336638,406.72012,723869.25,1119198.0
7,9,omega,-0.00093758345,-6538.925,-5316766.5,-7838743.5
8,0,dx,0.16313995,0.16313995,0.16313995,0.16313995
8,0,dy,0.028913163,0.028913163,0.028913163,0.028913163
8,0,psi,-3.018657,-3.018657,-3.018657,-3.018657
8,0,delta,-0.12035176,-0.12035176,-0.12035176,-0.12035176
8,0,v,-1.1786593,-1.1786593,-1.1786593,-1.1786593
8,0,beta,-0.038454026,-0.038454026,-0.038454026,-0.038454026
8,0,omega,-0.0032128578,-0.0032128578,-0.0032128578,-0.0032128578
8,1,dx,0.15794891,0.18271422,0.18259302,0.18265577
8,1,dy,0.028326806,0.030570773,0.031607423,0.031815223
8,1,psi,-3.0199428,-3.0187106,-3.0395143,-3.042039
8,1,delta,-0.12086152,-0.14440346,-0.13278364,-0.14341545
8,1,v,-1.0278609,-1.1924865,-1.1761622,-1.1910986
8,1,beta,-0.038639106,0.006797366,0.15755935,0.18507932
8,1,omega,-0.0034525045,-1.1611263,-3.8741257,-4.2040863
8,2,dx,0.15240547,0.20242213,0.19489425,0.1921858
8,2,dy,0.027704313,0.033140905,0.043073557,0.044867508
8,2,psi,-3.0211701,-3.0380628,3.0141566,2.9757836
8,2,delta,-0.120972306,-0.14521551,-0.13328873,-0.14425938
8,2,v,-0.91510886,-1.1736652,-1.1676371,-1.1740866
8,2,beta,-0.03741384,0.18862116,2.125932,2.5903656
8,2,omega,-0.003284752,-4.963745,-34.435684,-39.171005
8,3,dx,0.14660527,0.22115435,0.19861749,0.18888049
8,3,dy,0.027062016,0.03877475,0.042763878,0.043047074
8,3,psi,-3.0225306,-3.120792,1.1462448,0.6952705
8,3,delta,-0.13626193,-0.14541364,-0.14516549,-0.14470153
8,3,v,-0.83400303,-1.1754363,-1.1811627,-1.1762708
8,3,beta,-0.038145263,0.8172163,20.59375,26.801973
8,3,omega,-0.0036668172,-16.87019,-272.84717,-330.04312
8,4,dx,0.1406128,0.23425925,0.19930492,0.1883695
8,4,dy,0.026422985,0.053336807,0.056350492,0.04824718
8,4,psi,-3.0243738,2.881224,-0.66075015,0.7820309
8,4,delta,-0.119482,-0.16896905,-0.1440465,-0.16804703
8,4,v,-0.7722698,-1.2007164,-1.2013568,-1.2014449
8,4,beta,-0.046383128,2.955175,182.8026,255.42514
8,4,omega,-0.005053345,-53.95279,-2068.5347,-2678.4077
8,5,dx,0.13448761,0.21621168,0.20485692,0.19093417
8,5,dy,0.025771298,0.061983354,0.06332441,0.051846754
8,5,psi,-3.025895,1.9820106,-0.79473233,-3.0842779
8,5,delta,-0.108555205,-0.14317568,-0.12275653,-0.14242518
8,5,v,-0.72935194,-1.2158244,-1.220286,-1.2166803
8,5,beta,-0.041295193,10.062986,1536.5736,2286.875
8,5,omega,-0.004128993,-167.31195,-15218.818,-20955.793
8,6,dx,0.12826824,0.19864026,0.2108511,0.19284564
8,6,dy,0.02510593,0.07207615,0.06306972,0.054558225
8,6,psi,-3.0271137,-0.80652213,-2.0594733,2.84934
8,6,delta,-0.0973252,-0.12638912,-0.10573669,-0.125656
8,6,v,-0.69984585,-1.2385749,-1.2184191,-1.239125
8,6,beta,-0.03262221,33.29447,12435.779,19458.848
8,6,omega,-0.0032594178,-510.89957,-109760.6,-158775.19
8,7,dx,0.121977784,0.18876575,0.20847982,0.19670969
8,7,dy,0.024428925,0.05394816,0.07251295,0.058230285
8,7,psi,-3.0280862,-3.0383303,-2.71603,0.6769729
8,7,delta,-0.09392146,-0.109135985,-0.09450511,-0.10835808
8,7,v,-0.6766254,-1.2120905,-1.2176608,-1.212449
8,7,beta,-0.027952485,107.86093,100558.875,163723.39
8,7,omega,-0.0025528024,-1537.9026,-802708.94,-1207351.2
8,8,dx,0.115635805,0.197017,0.21263416,0.19838774
8,8,dy,0.023732321,0.07238773,0.06500512,0.056099672
8,8,psi,-3.0284963,2.7458847,-0.9612267,0.5747686
8,8,delta,-0.11104453,-0.10392596,-0.10508846,-0.10279917
8,8,v,-0.6571981,-1.2370584,-1.2362604,-1.2364028
8,8,beta,0.0037336638,351.84497,787650.6,1365909.1
8,8,omega,-0.00093758345,-4694.247,-5748380.0,-9211083.0
8,9,dx,0.10925241,0.2159331,0.2101593,0.20525621
8,9,dy,0.023023875,0.06418601,0.06534661,0.05516829
8,9,psi,-3.028927,-0.09334254,-0.71115327,-0.37009045
8,9,delta,-0.11536854,-0.13030268,-0.12161754,-0.12862158
8,9,v,-0.6436633,-1.2492898,-1.2425574,-1.2488115
8,9,beta,0.012828417,1127.7272,6003783.0,10949026.0
8,9,omega,-0.0009971528,-14131.996,-40419524.0,-68138570.0
9,0,dx,0.15794891,0.15794891,0.15794891,0.15794891
9,0,dy,0.028326806,0.028326806,0.028326806,0.028326806
9,0,psi,-3.0199428,-3.0199428,-3.0199428,-3.0199428
9,0,delta,-0.12086152,-0.12086152,-0.12086152,-0.12086152
9,0,v,-1.0278609,-1.0278609,-1.0278609,-1.0278609
9,0,beta,-0.038639106,-0.038639106,-0.038639106,-0.038639106
9,0,omega,-0.0034525045,-0.0034525045,-0.0034525045,-0.0034525045
9,1,dx,0.15240547,0.17502093,0.17476575,0.17467017
9,1,dy,0.027704313,0.029747233,0.030775439,0.030993449
9,1,psi,-3.0211701,-3.0200002,-3.042409,-3.0462599
9,1,delta,-0.120972306,-0.121673584,-0.12136661,-0.121667445
9,1,v,-0.91510886,-1.0090395,-1.0193357,-1.0092453
9,1,beta,-0.03741384,0.013413835,0.19743419,0.24008244
9,1,omega,-0.003284752,-1.1678158,-4.446975,-5.0366836
9,2,dx,0.14660527,0.19168523,0.18232615,0.17769207
9,2,dy,0.027062016,0.032010786,0.040480528,0.040478528
9,2,psi,-3.0225306,-3.0394638,2.9363134,2.8447204
9,2,delta,-0.13626193,-0.1218717,-0.13324338,-0.12192051
9,2,v,-0.83400303,-1.0108106,-1.0328614,-1.0107589
9,2,beta,-0.038145263,0.21334575,3.1879175,4.373755
9,2,omega,-0.0036668172,-5.2097416,-49.8512,-64.12073
9,3,dx,0.1406128,0.20770067,0.18700911,0.17708507
9,3,dy,0.026422985,0.03723782,0.042527743,0.040805493
9,3,psi,-3.0243738,-3.1262927,-0.1742003,-1.7617362
9,3,delta,-0.119482,-0.14542711,-0.1321244,-0.14514534
9,3,v,-0.7722698,-1.0360907,-1.0530554,-1.0356878
9,3,beta,-0.046383128,0.9656562,38.008717,60.732647
9,3,omega,-0.005053345,-19.19262,-494.29504,-734.19635
9,4,dx,0.13448761,0.21730572,0.17060381,0.17475466
9,4,dy,0.025771298,0.05158819,0.040362507,0.034607965
9,4,psi,-3.025895,2.8370159,1.2879493,-2.1947448
9,4,delta,-0.108555205,-0.11963373,-0.11083443,-0.1198699
9,4,v,-0.72935194,-1.0511987,-1.0719846,-1.0510033
9,4,beta,-0.041295193,3.7434285,417.76294,768.52734
9,4,omega,-0.004128993,-66.6499,-4689.231,-7967.149
9,5,dx,0.12826824,0.20055412,0.16804586,0.17255537
9,5,dy,0.02510593,0.046456575,0.043119587,0.034558214
9,5,psi,-3.0271137,1.7261841,-0.4429977,-2.8633776
9,5,delta,-0.0973252,-0.102847174,-0.09381458,-0.10309692
9,5,v,-0.69984585,-1.0739492,-1.0701177,-1.0738361
9,5,beta,-0.03262221,13.727426,4379.8584,9089.601
9,5,omega,-0.0032594178,-225.46873,-43369.25,-82785.875
9,6,dx,0.121977784,0.21787739,0.16805615,0.17019482
9,6,dy,0.024428925,0.04195279,0.041053683,0.03443573
9,6,psi,-3.0280862,-2.0316284,-0.9543345,-1.6131781
9,6,delta,-0.09392146,-0.08559404,-0.082583,-0.08595932
9,6,v,-0.6766254,-1.0474648,-1.0693594,-1.0482454
9,6,beta,-0.027952485,48.951008,45908.98,105868.38
9,6,omega,-0.0025528024,-748.5475,-408079.16,-862830.5
9,7,dx,0.115635805,0.23497133,0.15889809,0.17165765
9,7,dy,0.023732321,0.038407348,0.040368248,0.03294805
9,7,psi,-3.0284963,-1.9410493,0.33542132,1.0590314
9,7,delta,-0.11104453,-0.080384016,-0.09316635,-0.080261745
9,7,v,-0.6571981,-1.0724328,-1.087959,-1.0735095
9,7,beta,0.0037336638,176.1393,463004.53,1216204.4
9,7,omega,-0.00093758345,-2526.5278,-3740508.5,-8996129.0
9,8,dx,0.10925241,0.23782161,0.16105919,0.17213571
9,8,dy,0.023023875,0.056052506,0.045709882,0.035103254
9,8,psi,-3.028927,-0.06754708,2.404311,-0.30923256
9,8,delta,-0.11536854,-0.10676074,-0.109695435,-0.1063334
9,8,v,-0.6436633,-1.0846641,-1.094256,-1.0857525
9,8,beta,0.012828417,621.1454,4518282.5,13266420.0
9,8,omega,-0.0009971528,-8385.992,-33511374.0,-90023990.0
9,9,dx,0.102832116,0.22741705,0.16744027,0.1744582
9,9,dy,0.022346053,0.07083593,0.0425751,0.033856463
9,9,psi,-3.0303228,-1.604017,1.3545692,-0.2108704
9,9,delta,-0.10124953,-0.11344219,-0.10218679,-0.112902954
9,9,v,-0.6305008,-1.0850267,-1.0945343,-1.086131
9,9,beta,-0.009945392,2165.485,43521320.0,141513550.0
9,9,omega,-0.0037681535,-27613.775,-298932740.0,-888988300.0
